time,0_rod(payload_bars compound_4642aL).X,0_rod(payload_bars compound_4642aL).Y,0_rod(payload_bars compound_4642aL).Z,0_rod(payload_bars compound_4642aL).Euler1,0_rod(payload_bars compound_4642aL).Euler2,0_rod(payload_bars compound_4642aL).Euler3,0_rod(payload_bars compound_4642aL).mass,1_rod(payload_bars compound_4642aL).X,1_rod(payload_bars compound_4642aL).Y,1_rod(payload_bars compound_4642aL).Z,1_rod(payload_bars compound_4642aL).Euler1,1_rod(payload_bars compound_4642aL).Euler2,1_rod(payload_bars compound_4642aL).Euler3,1_rod(payload_bars compound_4642aL).mass,2_rod(payload_bars compound_4642aL).X,2_rod(payload_bars compound_4642aL).Y,2_rod(payload_bars compound_4642aL).Z,2_rod(payload_bars compound_4642aL).Euler1,2_rod(payload_bars compound_4642aL).Euler2,2_rod(payload_bars compound_4642aL).Euler3,2_rod(payload_bars compound_4642aL).mass,3_rod(payload_bars compound_4642aL).X,3_rod(payload_bars compound_4642aL).Y,3_rod(payload_bars compound_4642aL).Z,3_rod(payload_bars compound_4642aL).Euler1,3_rod(payload_bars compound_4642aL).Euler2,3_rod(payload_bars compound_4642aL).Euler3,3_rod(payload_bars compound_4642aL).mass,4_rod(payload_bars compound_4642aL).X,4_rod(payload_bars compound_4642aL).Y,4_rod(payload_bars compound_4642aL).Z,4_rod(payload_bars compound_4642aL).Euler1,4_rod(payload_bars compound_4642aL).Euler2,4_rod(payload_bars compound_4642aL).Euler3,4_rod(payload_bars compound_4642aL).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.1917,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27627,15.6814,15.8248,-0.168233,0.335293,1.97225,0.199491,3.17198,14.5334,13.2218,-0.0300903,0.292286,2.01063,0.199491,0.545584,14.9391,15.1552,-0.123315,0.334262,-2.71308,0.199491,-0.0251516,16.9012,11.5865,-0.168459,0.219494,-2.775,0.199491,0.690061,17.5261,13.6775,0.687673,-1.11741,-2.33296,0.199645,-1.21765,13.7914,12.6174,0.743074,-1.05569,-2.40057,0.199491,
2.2018,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25577,15.47,16.0224,-0.130703,0.316107,1.96169,0.199491,3.18538,14.279,13.3921,-0.201113,0.362415,1.92815,0.199491,0.551591,14.7217,15.3611,-0.120957,0.346029,-2.73617,0.199491,-0.0680486,16.606,11.6867,-0.124421,0.332505,-2.7958,0.199491,0.664922,17.3005,13.813,0.866232,-1.01395,-2.49041,0.199645,-1.21176,13.5016,12.8328,0.745385,-1.04805,-2.40786,0.199491,
2.2119,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.23202,15.2418,16.2166,-0.0724738,0.289843,1.9573,0.199491,3.1891,14.0147,13.5633,-0.13898,0.340382,1.92185,0.199491,0.557207,14.5056,15.5528,-0.130476,0.332273,-2.76278,0.199491,-0.108715,16.2887,11.8007,-0.113242,0.370065,-2.82474,0.199491,0.63936,17.0587,13.9459,0.82608,-1.03227,-2.45663,0.199645,-1.20086,13.2157,13.0537,0.782475,-1.01923,-2.44523,0.199491,
2.222,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.1992,15.006,16.4056,-0.108283,0.297469,1.92594,0.199491,3.18101,13.7472,13.7353,-0.0270261,0.30558,1.9293,0.199491,0.565042,14.2835,15.7364,-0.130807,0.339691,-2.78765,0.199491,-0.143283,15.9497,11.9388,-0.15525,0.23817,-2.8694,0.199491,0.608893,16.7987,14.0715,0.853516,-1.00373,-2.48051,0.199645,-1.19062,12.9264,13.2702,0.811275,-0.994912,-2.47409,0.199491,
2.2321,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.1634,14.7574,16.5934,-0.165029,0.30945,1.8894,0.199491,3.16413,13.4741,13.9098,-0.219161,0.367695,1.83662,0.199491,0.571474,14.0587,15.9042,-0.12943,0.353432,-2.81297,0.199491,-0.172067,15.5947,12.0923,-0.126906,0.338999,-2.89283,0.199491,0.574795,16.5163,14.1942,0.89846,-0.957611,-2.51843,0.199645,-1.17532,12.6364,13.4887,0.828228,-0.976851,-2.49296,0.199491,
2.2422,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.12339,14.4918,16.7819,-0.138739,0.294427,1.87817,0.199491,3.13389,13.194,14.0885,-0.142475,0.348331,1.83403,0.199491,0.578386,13.8326,16.0574,-0.13723,0.343857,-2.84174,0.199491,-0.195448,15.2264,12.2524,-0.112949,0.405054,-2.91885,0.199491,0.544819,16.2164,14.3165,0.841263,-0.98654,-2.47211,0.199645,-1.16087,12.3425,13.7108,0.869186,-0.940051,-2.52992,0.199491,
2.2523,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.08339,14.2145,16.9689,-0.0733533,0.268375,1.87714,0.199491,3.09933,12.9067,14.2674,0.00530857,0.313223,1.85232,0.199491,0.584945,13.598,16.2012,-0.142743,0.340693,-2.87076,0.199491,-0.214923,14.847,12.426,-0.13941,0.294852,-2.95949,0.199491,0.515817,15.8995,14.4357,0.922844,-0.907542,-2.5392,0.199645,-1.14663,12.0442,13.9331,0.880104,-0.92641,-2.54173,0.199491,
2.2624,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.03625,13.9343,17.1481,-0.0742017,0.267942,1.85368,0.199491,3.06314,12.6102,14.4469,-0.101001,0.344596,1.78927,0.199491,0.586259,13.3454,16.3461,-0.142168,0.353259,-2.89699,0.199491,-0.230256,14.4588,12.6105,-0.144151,0.266575,-2.9914,0.199491,0.480686,15.5697,14.5508,0.962745,-0.856589,-2.57134,0.199645,-1.13065,11.7375,14.1547,0.89697,-0.906135,-2.55735,0.199491,
2.2725,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.98278,13.6474,17.3214,-0.143976,0.290113,1.80804,0.199491,3.026,12.3005,14.6311,-0.245546,0.369878,1.7107,0.199491,0.583948,13.075,16.4842,-0.141641,0.364707,-2.92296,0.199491,-0.244008,14.0684,12.7965,-0.133188,0.346661,-3.01839,0.199491,0.43905,15.2327,14.6671,0.897512,-0.906902,-2.52442,0.199645,-1.1115,11.4179,14.3818,0.92486,-0.873095,-2.58078,0.199491,
2.2826,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93044,13.3475,17.4966,-0.187512,0.302847,1.76805,0.199491,2.98408,11.9823,14.8161,-0.220371,0.36479,1.69175,0.199491,0.581645,12.7979,16.6197,-0.145321,0.360697,-2.95002,0.199491,-0.256813,13.6679,12.9787,-0.12766,0.422647,-3.04638,0.199491,0.404013,14.88,14.7851,0.871353,-0.919587,-2.50705,0.199645,-1.09401,11.0923,14.6106,0.949984,-0.840964,-2.60053,0.199491,
2.2927,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.8807,13.0392,17.6704,-0.163142,0.301495,1.74796,0.199491,2.94592,11.6563,14.9991,-0.0792189,0.34858,1.71257,0.199491,0.577594,12.5074,16.7534,-0.149335,0.354153,-2.97851,0.199491,-0.268195,13.2603,13.1695,-0.13333,0.411439,-3.07859,0.199491,0.369689,14.5144,14.9013,0.979198,-0.805504,-2.59168,0.199645,-1.07806,10.7564,14.8381,0.978856,-0.800878,-2.62275,0.199491,
2.3028,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83579,12.7211,17.8434,-0.104307,0.295951,1.73732,0.199491,2.90703,11.3216,15.182,0.00375875,0.343319,1.71245,0.199491,0.577698,12.2046,16.8892,-0.152694,0.349965,-3.0073,0.199491,-0.276043,12.8439,13.3621,-0.14038,0.33683,-3.11087,0.199491,0.333447,14.1365,15.0163,1.05054,-0.702272,-2.64333,0.199645,-1.06233,10.4122,15.0636,0.99558,-0.77391,-2.63487,0.199491,
2.3129,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.79443,12.3912,18.0172,-0.0472826,0.293525,1.72579,0.199491,2.87095,10.9775,15.3639,-0.077297,0.357548,1.65599,0.199491,0.576558,11.8924,17.0213,-0.155088,0.356194,-3.03626,0.199491,-0.282884,12.4198,13.5565,-0.142861,0.307559,-3.14137,0.199491,0.301173,13.7483,15.132,0.997916,-0.758743,-2.61064,0.199645,-1.04959,10.0566,15.2906,0.992306,-0.772028,-2.63271,0.199491,
2.323,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.75932,12.0511,18.1925,-0.0306906,0.299324,1.70235,0.199491,2.83769,10.6247,15.5447,-0.216264,0.36609,1.57744,0.199491,0.57643,11.5687,17.1522,-0.157727,0.366997,-3.066,0.199491,-0.288538,11.9877,13.7498,-0.147072,0.380188,3.11131,0.199491,0.271464,13.3471,15.2483,0.929557,-0.824955,-2.56507,0.199645,-1.03817,9.69228,15.5188,1.00755,-0.746335,-2.64278,0.199491,
2.3331,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.7309,11.7031,18.3695,-0.0641241,0.311159,1.6635,0.199491,2.80607,10.2656,15.7249,-0.175478,0.368,1.56266,0.199491,0.578672,11.2326,17.2839,-0.161677,0.370571,-3.09725,0.199491,-0.292589,11.549,13.9418,-0.156919,0.459609,3.07968,0.199491,0.244545,12.9331,15.3641,1.02077,-0.70406,-2.63145,0.199645,-1.02848,9.31389,15.747,1.04997,-0.679955,-2.66955,0.199491,
2.3432,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.71091,11.3462,18.5486,-0.126725,0.322816,1.61416,0.199491,2.78024,9.89946,15.9023,-0.0371812,0.37225,1.58352,0.199491,0.581478,10.8843,17.4166,-0.166432,0.365748,-3.12981,0.199491,-0.29569,11.1025,14.1326,-0.159534,0.411349,3.05218,0.199491,0.222108,12.5069,15.4795,1.07449,-0.61218,-2.66657,0.199645,-1.02214,8.92379,15.9765,1.05847,-0.661175,-2.67339,0.199491,
2.3533,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.70075,10.9794,18.7299,-0.160194,0.330487,1.57227,0.199491,2.75926,9.52515,16.0778,-0.110215,0.37736,1.52773,0.199491,0.587669,10.5248,17.5514,-0.171233,0.359425,3.11984,0.199491,-0.297169,10.6482,14.3197,-0.157757,0.34584,3.0275,0.199491,0.202669,12.0715,15.5945,1.00369,-0.70286,-2.62613,0.199645,-1.01884,8.51967,16.2075,1.05439,-0.662634,-2.66867,0.199491,
2.3634,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.70081,10.6029,18.9111,-0.137149,0.339393,1.5468,0.199491,2.74673,9.14005,16.2494,-0.223654,0.373131,1.45708,0.199491,0.594521,10.1527,17.6912,-0.176696,0.370336,3.08621,0.199491,-0.299019,10.1876,14.5056,-0.173176,0.411893,2.99706,0.199491,0.187209,11.6266,15.7071,1.01356,-0.679047,-2.63557,0.199645,-1.01804,8.10465,16.4413,1.08589,-0.606829,-2.68468,0.199491,
2.3735,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.70801,10.2181,19.0918,-0.0861045,0.353275,1.52958,0.199491,2.73997,8.74646,16.4204,-0.15114,0.384481,1.45578,0.199491,0.602872,9.76667,17.8364,-0.183656,0.386992,3.0518,0.199491,-0.303441,9.72088,14.6851,-0.194466,0.482666,2.96494,0.199491,0.174071,11.1717,15.818,1.10063,-0.532177,-2.6884,0.199645,-1.01711,7.67617,16.6789,1.09941,-0.577177,-2.68948,0.199491,
2.3836,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.72151,9.82679,19.2757,-0.0549327,0.368968,1.50628,0.199491,2.73859,8.34606,16.5876,-0.0748025,0.397685,1.45704,0.199491,0.61168,9.37035,17.9843,-0.189298,0.383785,3.01694,0.199491,-0.308479,9.24338,14.8581,-0.192765,0.432038,2.94479,0.199491,0.163875,10.7059,15.931,1.0829,-0.553959,-2.68218,0.199645,-1.01805,7.23316,16.9189,1.0945,-0.579086,-2.68374,0.199491,
2.3937,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.74229,9.42662,19.4611,-0.0946442,0.380023,1.45732,0.199491,2.743,7.93514,16.7519,-0.133874,0.395828,1.40655,0.199491,0.621228,8.96313,18.1344,-0.193122,0.371091,2.98244,0.199491,-0.31545,8.75666,15.0285,-0.182609,0.35416,2.92767,0.199491,0.157043,10.2295,16.0432,1.03156,-0.630763,-2.65621,0.199645,-1.01968,6.78007,17.1611,1.11308,-0.540257,-2.69048,0.199491,
2.4038,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.76837,9.01693,19.6473,-0.175657,0.381256,1.39186,0.199491,2.75199,7.51291,16.913,-0.235066,0.381273,1.34033,0.199491,0.631492,8.54624,18.2881,-0.196966,0.362758,2.94802,0.199491,-0.323454,8.26109,15.1986,-0.192249,0.365862,2.90311,0.199491,0.151809,9.7423,16.1536,1.06304,-0.575328,-2.67644,0.199645,-1.02187,6.31717,17.4046,1.14421,-0.476508,-2.70242,0.199491,
2.4139,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.79742,8.59826,19.8337,-0.246022,0.377038,1.3298,0.199491,2.76343,7.08117,17.0721,-0.2801,0.373058,1.2958,0.199491,0.643131,8.11937,18.4447,-0.20262,0.364327,2.91278,0.199491,-0.33331,7.75539,15.367,-0.220414,0.437345,2.87162,0.199491,0.147132,9.24315,16.264,1.13327,-0.442238,-2.71278,0.199645,-1.02362,5.84474,17.6486,1.15678,-0.445415,-2.70484,0.199491,
2.424,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.82755,8.17141,20.0201,-0.27727,0.377011,1.28216,0.199491,2.7778,6.64001,17.2283,-0.264691,0.379283,1.27351,0.199491,0.653148,7.68219,18.6019,-0.212068,0.378804,2.87567,0.199491,-0.344717,7.23924,15.5354,-0.24951,0.496042,2.8393,0.199491,0.142738,8.73295,16.3758,1.17185,-0.358278,-2.72937,0.199645,-1.02432,5.36168,17.8935,1.15129,-0.447571,-2.69986,0.199491,
2.4341,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.85926,7.73508,20.2062,-0.278454,0.383968,1.24568,0.199491,2.79328,6.18844,17.3827,-0.208724,0.398631,1.26694,0.199491,0.663404,7.23548,18.7604,-0.223339,0.395131,2.83788,0.199491,-0.35722,6.71273,15.7029,-0.267001,0.513652,2.81197,0.199491,0.138779,8.21092,16.4885,1.17236,-0.353407,-2.73086,0.199645,-1.02414,4.8702,18.139,1.14304,-0.45431,-2.69394,0.199491,
2.4442,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88887,7.29105,20.3919,-0.260492,0.395225,1.2195,0.199491,2.80913,5.72942,17.5368,-0.158111,0.419063,1.26226,0.199491,0.674152,6.77888,18.9191,-0.234615,0.407259,2.80055,0.199491,-0.366996,6.27215,15.8381,-0.288612,0.536799,2.78217,0.199491,0.135285,7.68163,16.6,1.15249,-0.392509,-2.72478,0.199645,-1.02341,4.37215,18.3852,1.14513,-0.4418,-2.6926,0.199491,
2.4543,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.76832,6.92905,20.4773,-0.241649,0.366294,1.24147,0.199491,2.84215,5.47325,17.6428,-0.218805,0.433929,1.28535,0.199491,0.711418,6.34007,19.1479,-0.23425,0.379751,2.80435,0.199491,-0.411094,6.26976,15.8386,-0.190797,0.290373,2.81816,0.199491,0.142225,7.57667,16.6683,1.16342,-0.392793,-2.71685,0.199645,-1.10612,3.94629,18.4715,1.1213,-0.469007,-2.68052,0.199491,
2.4644,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.7358,6.69013,20.5503,-0.0311204,0.409787,1.35652,0.199491,3.06289,5.30867,17.5467,-0.253918,0.422962,1.33219,0.199491,0.771419,6.31169,19.347,-0.211266,0.292539,2.8655,0.199491,-0.435511,6.31127,15.9768,-0.267349,0.560719,2.8063,0.199491,0.181546,7.75256,16.774,1.18071,-0.442786,-2.69929,0.199645,-1.20827,3.80343,18.4204,1.08839,-0.497773,-2.66388,0.199491,
2.4745,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.84556,6.69326,20.7083,-0.43149,0.341724,1.29039,0.199491,3.16336,5.33559,17.5688,-0.23875,0.46206,1.34254,0.199491,0.815797,6.45218,19.6528,-0.20891,0.393564,2.93431,0.199491,-0.418781,6.32184,15.9976,-0.220451,0.439381,2.83926,0.199491,0.299682,7.71707,16.8671,1.13054,-0.50681,-2.64839,0.199645,-1.1536,3.89676,18.4038,1.12507,-0.468,-2.67383,0.199491,
2.4846,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.90056,6.83948,20.8782,0.0773316,0.453167,1.53614,0.199491,3.20014,5.38216,17.725,-0.304094,0.453348,1.32721,0.199491,0.927531,6.47697,19.6995,-0.228219,0.539352,2.94761,0.199491,-0.435578,6.37394,16.1035,-0.206957,0.381288,2.88203,0.199491,0.27928,7.92244,17.0946,1.09362,-0.517807,-2.64465,0.199645,-1.03261,3.91979,18.4387,1.11244,-0.511066,-2.66179,0.199491,
2.4947,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.82284,7.03321,21.0648,-0.396937,0.399209,1.32974,0.199491,3.1743,5.46072,17.8532,-0.01917,0.473867,1.49211,0.199491,0.92508,6.44871,19.7724,-0.165533,0.31983,3.00678,0.199491,-0.480156,6.43008,16.1412,-0.217032,0.552159,2.94102,0.199491,0.300283,7.96495,17.3464,1.03977,-0.620217,-2.60479,0.199645,-0.886587,4.04886,18.5136,1.09551,-0.498212,-2.64298,0.199491,
2.5048,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.63226,7.00914,21.2103,-0.105223,0.469027,1.46182,0.199491,3.16453,5.50915,17.9328,-0.238941,0.422992,1.42597,0.199491,0.870033,6.50226,19.8979,-0.207878,0.625839,3.0239,0.199491,-0.462542,6.51108,16.1775,-0.173127,0.332061,3.0033,0.199491,0.370885,8.02056,17.5551,1.10952,-0.528356,-2.64065,0.199645,-0.928721,4.24606,18.6701,0.985465,-0.639983,-2.57249,0.199491,
2.5149,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.46926,6.97827,21.31,0.0114703,0.493528,1.54088,0.199491,3.12868,5.53453,18.0927,-0.15194,0.436113,1.49322,0.199491,0.856273,6.54422,19.955,-0.203135,0.523339,3.06408,0.199491,-0.441729,6.6824,16.3321,-0.232332,0.665846,2.98913,0.199491,0.423506,8.14976,17.7036,1.04695,-0.610942,-2.60161,0.199645,-0.943694,4.26066,18.8024,1.06157,-0.523305,-2.60862,0.199491,
2.525,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.36974,7.00728,21.4082,-0.373514,0.48433,1.38966,0.199491,3.11363,5.57487,18.1974,-0.244199,0.433906,1.47684,0.199491,0.881802,6.54737,20.054,-0.180394,0.278899,3.09779,0.199491,-0.407274,6.7682,16.5243,-0.184911,0.376619,3.04464,0.199491,0.438629,8.16969,17.9035,1.07777,-0.552443,-2.61565,0.199645,-0.931379,4.37407,18.8604,0.937731,-0.666466,-2.53624,0.199491,
2.5351,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.31184,7.05039,21.5043,-0.382351,0.514893,1.42361,0.199491,3.08135,5.59901,18.3133,-0.249673,0.457596,1.49623,0.199491,0.921205,6.50117,20.171,-0.177755,0.310478,3.1189,0.199491,-0.339422,6.84844,16.7578,-0.195225,0.569062,3.05716,0.199491,0.432918,8.18713,18.0656,1.02341,-0.607973,-2.57749,0.199645,-0.886638,4.48693,18.8879,1.02166,-0.5613,-2.57795,0.199491,
2.5452,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.2222,7.02647,21.6121,-0.0994901,0.530266,1.58299,0.199491,3.04213,5.59662,18.4109,0.00328769,0.480446,1.64125,0.199491,0.956,6.48436,20.2762,-0.177749,0.627304,-3.12997,0.199491,-0.250338,6.94558,17.0019,-0.230492,0.918119,3.04944,0.199491,0.428969,8.23776,18.2073,0.930929,-0.690097,-2.52208,0.199645,-0.885096,4.5538,18.9437,0.910341,-0.682855,-2.50126,0.199491,
2.5553,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.15011,7.02977,21.7632,0.0758846,0.520937,1.6924,0.199491,3.00177,5.59281,18.502,-0.325981,0.491205,1.51626,0.199491,0.964774,6.45248,20.3451,-0.18204,0.339996,-3.10053,0.199491,-0.158537,7.00745,17.2063,-0.182936,0.597067,3.10181,0.199491,0.450247,8.25312,18.3782,0.966597,-0.635711,-2.53587,0.199645,-0.866787,4.62044,19.0093,0.911588,-0.667024,-2.49098,0.199491,
2.5654,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.0834,7.03158,21.9455,-0.258326,0.532767,1.54179,0.199491,2.95764,5.59088,18.6121,0.0122951,0.480184,1.70766,0.199491,0.981835,6.41658,20.3849,-0.161703,0.562436,-3.05782,0.199491,-0.105503,7.06226,17.3578,-0.168558,0.243905,3.13787,0.199491,0.482613,8.23599,18.5657,0.871884,-0.720214,-2.4722,0.199645,-0.819956,4.67025,19.0903,0.933654,-0.64005,-2.48751,0.199491,
2.5755,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.02417,6.97829,22.0953,-0.292692,0.553205,1.55931,0.199491,2.92722,5.58845,18.7331,-0.0818593,0.487082,1.68577,0.199491,1.03058,6.40434,20.4496,-0.150016,0.631831,-3.02752,0.199491,-0.0881945,7.08802,17.4936,-0.164792,0.71439,-3.10563,0.199491,0.533127,8.22042,18.7542,0.894823,-0.676388,-2.4846,0.199645,-0.793464,4.71942,19.1826,0.790766,-0.766702,-2.38529,0.199491,
2.5856,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.95921,6.91569,22.2564,0.161875,0.512931,1.82576,0.199491,2.92674,5.57635,18.8228,-0.22882,0.500771,1.64198,0.199491,1.02815,6.38597,20.5215,-0.179584,0.461335,-3.01633,0.199491,-0.0449408,7.12756,17.6477,-0.180066,0.434928,-3.08379,0.199491,0.605238,8.20014,18.9244,0.838785,-0.71763,-2.43827,0.199645,-0.799047,4.72458,19.2877,0.997037,-0.561115,-2.50565,0.199491,
2.5957,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.92718,6.8469,22.4207,0.0831442,0.53491,1.81665,0.199491,2.92959,5.55076,18.9117,-0.0826936,0.495377,1.7389,0.199491,1.06628,6.33922,20.6243,-0.213546,0.274706,-3.00474,0.199491,-0.0017833,7.15764,17.7976,-0.16753,0.611209,-3.04727,0.199491,0.660167,8.18183,19.0831,0.774536,-0.754194,-2.3893,0.199645,-0.79828,4.72526,19.3752,0.724443,-0.792562,-2.32246,0.199491,
2.6058,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.90758,6.79788,22.59,-0.245568,0.585933,1.66949,0.199491,2.95324,5.52222,18.9927,-0.189271,0.527124,1.71287,0.199491,1.12746,6.29647,20.7421,-0.205567,0.375639,-2.97822,0.199491,0.0369766,7.17666,17.953,-0.167114,0.605294,-3.01461,0.199491,0.712335,8.16156,19.2328,0.80636,-0.711977,-2.40261,0.199645,-0.814118,4.71044,19.4574,0.877411,-0.669687,-2.4142,0.199491,
