time,0_rod(payload_bars compound_3cJZw9).X,0_rod(payload_bars compound_3cJZw9).Y,0_rod(payload_bars compound_3cJZw9).Z,0_rod(payload_bars compound_3cJZw9).Euler1,0_rod(payload_bars compound_3cJZw9).Euler2,0_rod(payload_bars compound_3cJZw9).Euler3,0_rod(payload_bars compound_3cJZw9).mass,1_rod(payload_bars compound_3cJZw9).X,1_rod(payload_bars compound_3cJZw9).Y,1_rod(payload_bars compound_3cJZw9).Z,1_rod(payload_bars compound_3cJZw9).Euler1,1_rod(payload_bars compound_3cJZw9).Euler2,1_rod(payload_bars compound_3cJZw9).Euler3,1_rod(payload_bars compound_3cJZw9).mass,2_rod(payload_bars compound_3cJZw9).X,2_rod(payload_bars compound_3cJZw9).Y,2_rod(payload_bars compound_3cJZw9).Z,2_rod(payload_bars compound_3cJZw9).Euler1,2_rod(payload_bars compound_3cJZw9).Euler2,2_rod(payload_bars compound_3cJZw9).Euler3,2_rod(payload_bars compound_3cJZw9).mass,3_rod(payload_bars compound_3cJZw9).X,3_rod(payload_bars compound_3cJZw9).Y,3_rod(payload_bars compound_3cJZw9).Z,3_rod(payload_bars compound_3cJZw9).Euler1,3_rod(payload_bars compound_3cJZw9).Euler2,3_rod(payload_bars compound_3cJZw9).Euler3,3_rod(payload_bars compound_3cJZw9).mass,4_rod(sense_bar compound_3cJZw9).X,4_rod(sense_bar compound_3cJZw9).Y,4_rod(sense_bar compound_3cJZw9).Z,4_rod(sense_bar compound_3cJZw9).Euler1,4_rod(sense_bar compound_3cJZw9).Euler2,4_rod(sense_bar compound_3cJZw9).Euler3,4_rod(sense_bar compound_3cJZw9).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6161,-0.000190145,31.3907,0.00849995,-7.48523e-06,0.000248632,-7.43311e-06,0.24652,-0.000190145,31.3907,0.00849995,-7.48523e-06,0.000248632,-7.43311e-06,0.24652,-0.000190145,31.3907,0.00849995,-7.48523e-06,0.000248632,-7.43311e-06,0.24652,-0.000190145,31.3907,0.00849995,-7.48523e-06,0.000248632,-7.43311e-06,0.24652,-0.000190145,31.3907,0.00849995,-7.48523e-06,0.000248632,-7.43311e-06,0.24652,-0.729433,31.3731,0.0153798,0.00581335,0.0136503,-2.35188,0.0593527,0.754112,31.3686,0.0109654,0.00549271,0.0133239,-2.35189,0.0593527,0.00837396,30.8486,-0.513574,0.0176225,0.00511984,-0.788915,0.0593527,0.0166765,31.8931,0.539902,0.0145841,0.00813636,-0.78895,0.0593527,0.0244095,30.8484,0.539495,-1.57376,-0.00411295,-0.00308909,0.0593527,0.000533329,31.8933,-0.513147,-1.57391,-0.00217416,-0.0029485,0.0593527,
0.6262,-0.00018777,30.7754,0.00850183,-2.09613e-05,0.000267844,-1.33535e-06,0.24652,-0.00018777,30.7754,0.00850183,-2.09613e-05,0.000267844,-1.33535e-06,0.24652,-0.00018777,30.7754,0.00850183,-2.09613e-05,0.000267844,-1.33535e-06,0.24652,-0.00018777,30.7754,0.00850183,-2.09613e-05,0.000267844,-1.33535e-06,0.24652,-0.00018777,30.7754,0.00850183,-2.09613e-05,0.000267844,-1.33535e-06,0.24652,-0.72943,30.7577,0.0153738,0.00499222,0.0128284,-2.35189,0.0593527,0.754115,30.7532,0.0109717,0.00501544,0.012847,-2.35189,0.0593527,0.00836224,30.2332,-0.513571,0.0152887,0.00744088,-0.78893,0.0593527,0.0166684,31.2777,0.539903,0.015362,0.00736786,-0.788945,0.0593527,0.024413,30.233,0.539489,-1.57376,-0.00199373,-0.00308569,0.0593527,0.000532802,31.2779,-0.513153,-1.5739,-0.00384851,-0.00294762,0.0593527,
0.6363,-0.000183958,30.15,0.0085035,-1.79444e-05,0.000261002,-5.05078e-06,0.24652,-0.000183958,30.15,0.0085035,-1.79444e-05,0.000261002,-5.05078e-06,0.24652,-0.000183958,30.15,0.0085035,-1.79444e-05,0.000261002,-5.05078e-06,0.24652,-0.000183958,30.15,0.0085035,-1.79444e-05,0.000261002,-5.05078e-06,0.24652,-0.000183958,30.15,0.0085035,-1.79444e-05,0.000261002,-5.05078e-06,0.24652,-0.72943,30.1323,0.0153761,0.00543206,0.0132676,-2.35189,0.0593527,0.75412,30.1278,0.0109667,0.00576399,0.0135962,-2.35188,0.0593527,0.00835328,29.6078,-0.513572,0.0144699,0.00825032,-0.788937,0.0593527,0.0166554,30.6523,0.539905,0.017586,0.00515628,-0.788931,0.0593527,0.0244123,29.6076,0.539487,-1.57377,-0.00143251,-0.00308521,0.0593527,0.000535609,30.6525,-0.513157,-1.5739,-0.00434466,-0.00294984,0.0593527,
0.6464,-0.000186195,29.5145,0.00850103,-7.9625e-06,0.000244421,-1.05202e-05,0.24652,-0.000186195,29.5145,0.00850103,-7.9625e-06,0.000244421,-1.05202e-05,0.24652,-0.000186195,29.5145,0.00850103,-7.9625e-06,0.000244421,-1.05202e-05,0.24652,-0.000186195,29.5145,0.00850103,-7.9625e-06,0.000244421,-1.05202e-05,0.24652,-0.000186195,29.5145,0.00850103,-7.9625e-06,0.000244421,-1.05202e-05,0.24652,-0.729434,29.4969,0.0153823,0.00628316,0.014121,-2.35187,0.0593527,0.754117,29.4924,0.0109608,0.00634535,0.0141747,-2.35187,0.0593527,0.00836455,28.9724,-0.513575,0.0167266,0.00600543,-0.78892,0.0593527,0.0166624,30.0169,0.539904,0.0169705,0.0057631,-0.788934,0.0593527,0.0244087,28.9722,0.539494,-1.57377,-0.00350868,-0.00308818,0.0593527,0.000536475,30.0171,-0.51315,-1.57391,-0.00271461,-0.00295049,0.0593527,
0.6565,-0.000190166,28.8691,0.00849982,-1.01609e-05,0.000250208,-6.67993e-06,0.24652,-0.000190166,28.8691,0.00849982,-1.01609e-05,0.000250208,-6.67993e-06,0.24652,-0.000190166,28.8691,0.00849982,-1.01609e-05,0.000250208,-6.67993e-06,0.24652,-0.000190166,28.8691,0.00849982,-1.01609e-05,0.000250208,-6.67993e-06,0.24652,-0.000190166,28.8691,0.00849982,-1.01609e-05,0.000250208,-6.67993e-06,0.24652,-0.729433,28.8515,0.0153799,0.00590742,0.0137442,-2.35188,0.0593527,0.754112,28.8469,0.0109649,0.00567416,0.0135042,-2.35188,0.0593527,0.00837435,28.3269,-0.513574,0.0177148,0.00502734,-0.788914,0.0593527,0.0166759,29.3715,0.539901,0.0146891,0.00803132,-0.788949,0.0593527,0.0244091,28.3268,0.539495,-1.57376,-0.00421089,-0.00308878,0.0593527,0.000533756,29.3717,-0.513146,-1.57391,-0.00207997,-0.00294822,0.0593527,
0.6666,-0.000188146,28.2137,0.00850167,-1.74112e-05,0.000264217,-1.80757e-06,0.24652,-0.000188146,28.2137,0.00850167,-1.74112e-05,0.000264217,-1.80757e-06,0.24652,-0.000188146,28.2137,0.00850167,-1.74112e-05,0.000264217,-1.80757e-06,0.24652,-0.000188146,28.2137,0.00850167,-1.74112e-05,0.000264217,-1.80757e-06,0.24652,-0.000188146,28.2137,0.00850167,-1.74112e-05,0.000264217,-1.80757e-06,0.24652,-0.72943,28.1961,0.0153744,0.00502916,0.0128656,-2.35189,0.0593527,0.754115,28.1915,0.0109711,0.00500092,0.0128326,-2.35189,0.0593527,0.00836369,27.6715,-0.513571,0.0155473,0.00718403,-0.788928,0.0593527,0.0166701,28.7161,0.539903,0.0151358,0.00759237,-0.788947,0.0593527,0.0244128,27.6713,0.539489,-1.57376,-0.00218289,-0.00308625,0.0593527,0.000532619,28.7163,-0.513152,-1.5739,-0.00365942,-0.00294777,0.0593527,
0.6767,-0.000183964,27.5483,0.00850354,-1.4242e-05,0.000258405,-5.75271e-06,0.24652,-0.000183964,27.5483,0.00850354,-1.4242e-05,0.000258405,-5.75271e-06,0.24652,-0.000183964,27.5483,0.00850354,-1.4242e-05,0.000258405,-5.75271e-06,0.24652,-0.000183964,27.5483,0.00850354,-1.4242e-05,0.000258405,-5.75271e-06,0.24652,-0.000183964,27.5483,0.00850354,-1.4242e-05,0.000258405,-5.75271e-06,0.24652,-0.729431,27.5307,0.0153762,0.00534093,0.0131768,-2.35189,0.0593527,0.75412,27.5261,0.0109671,0.00558044,0.0134138,-2.35189,0.0593527,0.00835297,27.0061,-0.513572,0.014397,0.0083235,-0.788937,0.0593527,0.0166561,28.0506,0.539906,0.0174623,0.00527991,-0.788932,0.0593527,0.0244127,27.0059,0.539487,-1.57377,-0.00134703,-0.00308565,0.0593527,0.000535167,28.0509,-0.513158,-1.5739,-0.00442365,-0.00295017,0.0593527,
0.6868,-0.00018571,26.8728,0.00850134,-8.79085e-06,0.000245513,-1.03673e-05,0.24652,-0.00018571,26.8728,0.00850134,-8.79085e-06,0.000245513,-1.03673e-05,0.24652,-0.00018571,26.8728,0.00850134,-8.79085e-06,0.000245513,-1.03673e-05,0.24652,-0.00018571,26.8728,0.00850134,-8.79085e-06,0.000245513,-1.03673e-05,0.24652,-0.00018571,26.8728,0.00850134,-8.79085e-06,0.000245513,-1.03673e-05,0.24652,-0.729433,26.8552,0.0153819,0.00624005,0.0140777,-2.35188,0.0593527,0.754118,26.8507,0.010961,0.0063345,0.0141641,-2.35187,0.0593527,0.00836287,26.3307,-0.513575,0.0164621,0.00626826,-0.788921,0.0593527,0.0166608,27.3752,0.539905,0.017187,0.00554831,-0.788933,0.0593527,0.024409,26.3305,0.539494,-1.57377,-0.00331336,-0.00308788,0.0593527,0.000536581,27.3754,-0.513151,-1.57391,-0.00290977,-0.00295061,0.0593527,
0.6969,-0.000190126,26.1874,0.00849971,-1.33602e-05,0.000252326,-6.12051e-06,0.24652,-0.000190126,26.1874,0.00849971,-1.33602e-05,0.000252326,-6.12051e-06,0.24652,-0.000190126,26.1874,0.00849971,-1.33602e-05,0.000252326,-6.12051e-06,0.24652,-0.000190126,26.1874,0.00849971,-1.33602e-05,0.000252326,-6.12051e-06,0.24652,-0.000190126,26.1874,0.00849971,-1.33602e-05,0.000252326,-6.12051e-06,0.24652,-0.729433,26.1698,0.01538,0.00599521,0.0138319,-2.35188,0.0593527,0.754112,26.1652,0.0109645,0.00585638,0.0136851,-2.35188,0.0593527,0.0083745,25.6452,-0.513574,0.0177671,0.00497467,-0.788914,0.0593527,0.0166751,26.6898,0.539901,0.01483,0.00789062,-0.788948,0.0593527,0.0244088,25.645,0.539496,-1.57376,-0.00428268,-0.00308839,0.0593527,0.00053421,26.69,-0.513146,-1.57391,-0.00201722,-0.00294793,0.0593527,
0.707,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.000188666,25.492,0.00850142,-1.86236e-05,0.000265018,-1.71191e-06,0.24652,-0.72943,25.4743,0.0153745,0.00507819,0.0129146,-2.35189,0.0593527,0.754114,25.4698,0.010971,0.00503698,0.0128682,-2.35189,0.0593527,0.00836548,24.9498,-0.513571,0.0158161,0.00691684,-0.788926,0.0593527,0.0166715,25.9943,0.539902,0.0149302,0.00779624,-0.788948,0.0593527,0.0244124,24.9496,0.53949,-1.57376,-0.00238372,-0.00308632,0.0593527,0.000532568,25.9945,-0.513151,-1.5739,-0.00345901,-0.00294747,0.0593527,
0.7171,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.000184115,24.7865,0.00850349,-1.24004e-05,0.00025757,-6.15142e-06,0.24652,-0.729431,24.7689,0.0153761,0.00525669,0.0130928,-2.35189,0.0593527,0.75412,24.7643,0.0109677,0.00540319,0.0132374,-2.35189,0.0593527,0.00835308,24.2443,-0.513572,0.0143666,0.00835441,-0.788938,0.0593527,0.016657,25.2889,0.539906,0.0173056,0.00543624,-0.788933,0.0593527,0.024413,24.2441,0.539487,-1.57377,-0.00128896,-0.00308595,0.0593527,0.000534733,25.2891,-0.513158,-1.5739,-0.00447019,-0.00295032,0.0593527,
0.7272,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.000185149,24.071,0.0085017,-6.57829e-06,0.000243854,-1.06015e-05,0.24652,-0.729434,24.0534,0.0153819,0.0061854,0.0140231,-2.35188,0.0593527,0.754118,24.0489,0.010961,0.00627391,0.0141044,-2.35187,0.0593527,0.00836101,23.5288,-0.513575,0.0161913,0.00653745,-0.788923,0.0593527,0.0166595,24.5734,0.539905,0.0173808,0.00535618,-0.788932,0.0593527,0.0244094,23.5287,0.539493,-1.57377,-0.00310857,-0.00308791,0.0593527,0.000536567,24.5736,-0.513152,-1.57391,-0.0031135,-0.00295102,0.0593527,
0.7373,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.000189899,23.3456,0.00849971,-1.35366e-05,0.000251572,-5.91031e-06,0.24652,-0.729433,23.3279,0.0153803,0.00607551,0.0139122,-2.35188,0.0593527,0.754112,23.3234,0.0109637,0.00602542,0.0138532,-2.35188,0.0593527,0.00837416,22.8034,-0.513574,0.0177752,0.00496588,-0.788914,0.0593527,0.0166742,23.8479,0.539902,0.0150012,0.00771988,-0.788947,0.0593527,0.0244084,22.8032,0.539496,-1.57376,-0.00432599,-0.00308825,0.0593527,0.000534636,23.8481,-0.513146,-1.57391,-0.00198778,-0.00294794,0.0593527,
0.7474,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.00018919,22.6101,0.00850118,-2.08832e-05,0.000266634,-1.38642e-06,0.24652,-0.72943,22.5925,0.0153744,0.00513835,0.0129746,-2.35189,0.0593527,0.754113,22.5879,0.0109709,0.0051209,0.0129514,-2.35189,0.0593527,0.00836729,22.0679,-0.513571,0.0160865,0.00664796,-0.788924,0.0593527,0.0166728,23.1124,0.539902,0.0147488,0.00797597,-0.78895,0.0593527,0.024412,22.0677,0.53949,-1.57376,-0.00259181,-0.00308624,0.0593527,0.000532621,23.1127,-0.51315,-1.5739,-0.00325275,-0.00294705,0.0593527,
0.7575,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.000184442,21.8646,0.00850333,-1.36017e-05,0.000259606,-6.21195e-06,0.24652,-0.729431,21.847,0.0153757,0.00518051,0.0130167,-2.35189,0.0593527,0.754119,21.8424,0.0109688,0.00524583,0.0130806,-2.35189,0.0593527,0.00835367,21.3224,-0.513572,0.0143808,0.00834102,-0.788938,0.0593527,0.016658,22.367,0.539906,0.0171207,0.00562052,-0.788934,0.0593527,0.0244133,21.3222,0.539487,-1.57377,-0.00126,-0.00308598,0.0593527,0.000534335,22.3672,-0.513157,-1.5739,-0.00448301,-0.00295016,0.0593527,
0.7676,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.000184658,21.1091,0.00850202,-4.98105e-06,0.000242988,-1.09367e-05,0.24652,-0.729434,21.0915,0.0153817,0.00612013,0.0139577,-2.35188,0.0593527,0.754119,21.0869,0.0109613,0.00616819,0.0139998,-2.35188,0.0593527,0.00835927,20.5669,-0.513575,0.0159236,0.00680373,-0.788925,0.0593527,0.0166583,21.6115,0.539906,0.0175493,0.00518941,-0.788931,0.0593527,0.0244098,20.5667,0.539492,-1.57377,-0.00289896,-0.00308794,0.0593527,0.000536469,21.6117,-0.513154,-1.57391,-0.00332014,-0.00295141,0.0593527,
0.7777,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.000189516,20.3436,0.0084998,-1.14524e-05,0.000248733,-5.99632e-06,0.24652,-0.729433,20.326,0.0153809,0.00614711,0.013984,-2.35188,0.0593527,0.754113,20.3214,0.0109626,0.00616834,0.0139954,-2.35188,0.0593527,0.00837339,19.8014,-0.513574,0.0177393,0.00500085,-0.788914,0.0593527,0.0166732,20.846,0.539902,0.0151989,0.00752292,-0.788945,0.0593527,0.0244082,19.8012,0.539496,-1.57377,-0.0043398,-0.00308831,0.0593527,0.000535016,20.8462,-0.513146,-1.57391,-0.00199223,-0.0029482,0.0593527,
0.7878,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.000189614,19.5681,0.00850101,-2.15069e-05,0.000266475,-1.04765e-06,0.24652,-0.72943,19.5505,0.0153746,0.00520866,0.0130448,-2.35189,0.0593527,0.754113,19.5459,0.0109703,0.00524629,0.0130758,-2.35189,0.0593527,0.00836889,19.0259,-0.513571,0.0163494,0.00638637,-0.788923,0.0593527,0.016674,20.0705,0.539901,0.0145941,0.00812895,-0.788951,0.0593527,0.0244116,19.0257,0.539491,-1.57376,-0.00280245,-0.00308627,0.0593527,0.000532752,20.0707,-0.513149,-1.5739,-0.00304638,-0.00294674,0.0593527,
0.7979,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.000184868,18.7826,0.00850312,-1.59338e-05,0.0002626,-6.03621e-06,0.24652,-0.72943,18.765,0.0153752,0.00511361,0.0129499,-2.35189,0.0593527,0.754119,18.7604,0.0109698,0.00512037,0.0129554,-2.35189,0.0593527,0.00835459,18.2404,-0.513572,0.0144376,0.00828522,-0.788937,0.0593527,0.0166591,19.2849,0.539905,0.0169107,0.00582958,-0.788935,0.0593527,0.0244136,18.2402,0.539487,-1.57377,-0.0012606,-0.0030859,0.0593527,0.000533977,19.2852,-0.513157,-1.5739,-0.00446212,-0.00294985,0.0593527,
0.808,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.000184295,17.9871,0.00850226,-5.31642e-06,0.000244174,-1.12328e-05,0.24652,-0.729433,17.9694,0.0153813,0.00604525,0.0138826,-2.35188,0.0593527,0.754119,17.9649,0.0109621,0.00602541,0.0138583,-2.35188,0.0593527,0.00835781,17.4449,-0.513575,0.0156673,0.00705893,-0.788927,0.0593527,0.0166571,18.4894,0.539906,0.0176894,0.00505094,-0.78893,0.0593527,0.0244103,17.4447,0.539492,-1.57377,-0.00268909,-0.00308786,0.0593527,0.000536307,18.4896,-0.513154,-1.57391,-0.00352412,-0.00295164,0.0593527,
0.8181,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.000189065,17.1815,0.0084999,-9.33602e-06,0.000246025,-6.25941e-06,0.24652,-0.729434,17.1639,0.0153815,0.00620878,0.0140459,-2.35188,0.0593527,0.754113,17.1594,0.0109618,0.00627423,0.014101,-2.35188,0.0593527,0.00837237,16.6393,-0.513574,0.0176626,0.00507648,-0.788914,0.0593527,0.016672,17.6839,0.539902,0.0154202,0.00730268,-0.788944,0.0593527,0.024408,16.6392,0.539497,-1.57377,-0.00432416,-0.00308837,0.0593527,0.000535348,17.6841,-0.513147,-1.57391,-0.00203,-0.00294853,0.0593527,
0.8282,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.000189929,16.366,0.0085009,-2.04582e-05,0.00026454,-7.71166e-07,0.24652,-0.729431,16.3484,0.015375,0.00528802,0.0131241,-2.35189,0.0593527,0.754112,16.3438,0.0109693,0.00540356,0.013232,-2.35189,0.0593527,0.00837024,15.8238,-0.513571,0.0165977,0.0061391,-0.788921,0.0593527,0.016675,16.8684,0.539901,0.0144697,0.00825177,-0.788952,0.0593527,0.024411,15.8236,0.539492,-1.57376,-0.0030112,-0.0030864,0.0593527,0.00053295,16.8686,-0.513149,-1.57391,-0.00284531,-0.00294656,0.0593527,
0.8383,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.000185315,15.5405,0.00850292,-1.75224e-05,0.000264689,-5.7332e-06,0.24652,-0.72943,15.5228,0.0153748,0.00505722,0.0128936,-2.35189,0.0593527,0.754118,15.5183,0.0109705,0.0050364,0.0128714,-2.35189,0.0593527,0.00835566,14.9983,-0.513572,0.0145332,0.0081907,-0.788936,0.0593527,0.0166604,16.0428,0.539905,0.0166788,0.00606026,-0.788936,0.0593527,0.0244137,14.9981,0.539487,-1.57377,-0.00129038,-0.00308586,0.0593527,0.000533664,16.043,-0.513156,-1.5739,-0.00440849,-0.00294954,0.0593527,
0.8484,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.000184037,14.7049,0.00850244,-6.7196e-06,0.000246531,-1.14652e-05,0.24652,-0.729433,14.6873,0.0153808,0.00596195,0.0137991,-2.35188,0.0593527,0.75412,14.6827,0.0109631,0.00585651,0.0136908,-2.35188,0.0593527,0.0083566,14.1627,-0.513575,0.0154282,0.00729704,-0.788929,0.0593527,0.0166562,15.2073,0.539906,0.0177973,0.00494457,-0.788929,0.0593527,0.0244109,14.1625,0.539491,-1.57377,-0.00248317,-0.00308773,0.0593527,0.000536089,15.2075,-0.513155,-1.57391,-0.00372028,-0.00295176,0.0593527,
0.8585,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.000188596,13.8594,0.00849999,-8.34091e-06,0.000244601,-6.6129e-06,0.24652,-0.729434,13.8417,0.0153819,0.00625937,0.0140966,-2.35187,0.0593527,0.754114,13.8372,0.0109613,0.00633501,0.0141617,-2.35187,0.0593527,0.0083712,13.3172,-0.513574,0.0175491,0.00518889,-0.788915,0.0593527,0.0166705,14.3617,0.539903,0.0156614,0.00706289,-0.788942,0.0593527,0.024408,13.317,0.539497,-1.57377,-0.00427977,-0.00308835,0.0593527,0.000535623,14.3619,-0.513147,-1.57392,-0.00209976,-0.00294885,0.0593527,
0.8686,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.000190172,13.0038,0.00850081,-1.90059e-05,0.000262109,-5.5269e-07,0.24652,-0.729431,12.9862,0.0153755,0.00537515,0.0132112,-2.35189,0.0593527,0.754112,12.9816,0.0109681,0.00558065,0.0134079,-2.35189,0.0593527,0.0083714,12.4616,-0.513571,0.0168263,0.00591133,-0.78892,0.0593527,0.0166759,13.5061,0.539901,0.0143795,0.00834051,-0.788953,0.0593527,0.0244105,12.4614,0.539492,-1.57376,-0.00321397,-0.00308654,0.0593527,0.000533208,13.5064,-0.513148,-1.57391,-0.00265456,-0.00294641,0.0593527,
