time,0_rod(payload_bars compound_YMSwew).X,0_rod(payload_bars compound_YMSwew).Y,0_rod(payload_bars compound_YMSwew).Z,0_rod(payload_bars compound_YMSwew).Euler1,0_rod(payload_bars compound_YMSwew).Euler2,0_rod(payload_bars compound_YMSwew).Euler3,0_rod(payload_bars compound_YMSwew).mass,1_rod(payload_bars compound_YMSwew).X,1_rod(payload_bars compound_YMSwew).Y,1_rod(payload_bars compound_YMSwew).Z,1_rod(payload_bars compound_YMSwew).Euler1,1_rod(payload_bars compound_YMSwew).Euler2,1_rod(payload_bars compound_YMSwew).Euler3,1_rod(payload_bars compound_YMSwew).mass,2_rod(payload_bars compound_YMSwew).X,2_rod(payload_bars compound_YMSwew).Y,2_rod(payload_bars compound_YMSwew).Z,2_rod(payload_bars compound_YMSwew).Euler1,2_rod(payload_bars compound_YMSwew).Euler2,2_rod(payload_bars compound_YMSwew).Euler3,2_rod(payload_bars compound_YMSwew).mass,3_rod(payload_bars compound_YMSwew).X,3_rod(payload_bars compound_YMSwew).Y,3_rod(payload_bars compound_YMSwew).Z,3_rod(payload_bars compound_YMSwew).Euler1,3_rod(payload_bars compound_YMSwew).Euler2,3_rod(payload_bars compound_YMSwew).Euler3,3_rod(payload_bars compound_YMSwew).mass,4_rod(sense_bar compound_YMSwew).X,4_rod(sense_bar compound_YMSwew).Y,4_rod(sense_bar compound_YMSwew).Z,4_rod(sense_bar compound_YMSwew).Euler1,4_rod(sense_bar compound_YMSwew).Euler2,4_rod(sense_bar compound_YMSwew).Euler3,4_rod(sense_bar compound_YMSwew).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6262,1.96142e-06,30.7754,0.00848915,4.95896e-05,5.19011e-05,1.04118e-05,0.24652,1.96142e-06,30.7754,0.00848915,4.95896e-05,5.19011e-05,1.04118e-05,0.24652,1.96142e-06,30.7754,0.00848915,4.95896e-05,5.19011e-05,1.04118e-05,0.24652,1.96142e-06,30.7754,0.00848915,4.95896e-05,5.19011e-05,1.04118e-05,0.24652,1.96142e-06,30.7754,0.00848915,4.95896e-05,5.19011e-05,1.04118e-05,0.24652,-0.72955,30.7577,0.0154102,0.00674428,0.0145742,-2.35187,0.0593527,0.754182,30.7532,0.0109433,0.00678196,0.0146116,-2.35187,0.0593527,0.00815007,30.2331,-0.513626,0.0155119,0.00722343,-0.788937,0.0593527,0.0164689,31.2778,0.539968,0.0161502,0.00658952,-0.788934,0.0593527,0.0242417,30.2328,0.539615,-1.57384,-0.00260649,-0.00304099,0.0593527,0.000381254,31.278,-0.513245,-1.57384,-0.00228885,-0.00304167,0.0593527,
0.6363,4.17317e-06,30.15,0.00848873,2.22725e-05,4.70518e-06,-1.47857e-05,0.24652,4.17317e-06,30.15,0.00848873,2.22725e-05,4.70518e-06,-1.47857e-05,0.24652,4.17317e-06,30.15,0.00848873,2.22725e-05,4.70518e-06,-1.47857e-05,0.24652,4.17317e-06,30.15,0.00848873,2.22725e-05,4.70518e-06,-1.47857e-05,0.24652,4.17317e-06,30.15,0.00848873,2.22725e-05,4.70518e-06,-1.47857e-05,0.24652,-0.729549,30.1323,0.0154107,0.00602759,0.0138663,-2.35188,0.0593527,0.754184,30.1278,0.0109387,0.00674237,0.0145724,-2.35187,0.0593527,0.00814325,29.6077,-0.513629,0.0147724,0.00796724,-0.788942,0.0593527,0.0164617,30.6524,0.53997,0.0172756,0.00548171,-0.788927,0.0593527,0.0242515,29.6074,0.539618,-1.57383,-0.00355699,-0.00304313,0.0593527,0.000372711,30.6526,-0.513241,-1.57384,-0.00164427,-0.00304604,0.0593527,
0.6464,1.67077e-06,29.5146,0.00848912,-6.38993e-06,-9.7909e-06,-2.14967e-05,0.24652,1.67077e-06,29.5146,0.00848912,-6.38993e-06,-9.7909e-06,-2.14967e-05,0.24652,1.67077e-06,29.5146,0.00848912,-6.38993e-06,-9.7909e-06,-2.14967e-05,0.24652,1.67077e-06,29.5146,0.00848912,-6.38993e-06,-9.7909e-06,-2.14967e-05,0.24652,1.67077e-06,29.5146,0.00848912,-6.38993e-06,-9.7909e-06,-2.14967e-05,0.24652,-0.72955,29.4969,0.0154086,0.00452753,0.0123799,-2.3519,0.0593527,0.754181,29.4923,0.0109446,0.00464657,0.0124972,-2.35189,0.0593527,0.00815293,28.9723,-0.51363,0.0163126,0.00645393,-0.788928,0.0593527,0.0164685,30.017,0.539972,0.0163153,0.00645109,-0.788929,0.0593527,0.0242622,28.972,0.539616,-1.57383,-0.00362031,-0.00305018,0.0593527,0.000360202,30.0172,-0.513245,-1.57383,-0.00344146,-0.00305138,0.0593527,
0.6565,-9.41102e-07,28.8692,0.00848986,1.8212e-05,3.57979e-05,2.63876e-06,0.24652,-9.41102e-07,28.8692,0.00848986,1.8212e-05,3.57979e-05,2.63876e-06,0.24652,-9.41102e-07,28.8692,0.00848986,1.8212e-05,3.57979e-05,2.63876e-06,0.24652,-9.41102e-07,28.8692,0.00848986,1.8212e-05,3.57979e-05,2.63876e-06,0.24652,-9.41102e-07,28.8692,0.00848986,1.8212e-05,3.57979e-05,2.63876e-06,0.24652,-0.729552,28.8515,0.0154077,0.00512712,0.0129714,-2.35189,0.0593527,0.754179,28.8469,0.0109493,0.00450981,0.0123623,-2.3519,0.0593527,0.00816107,28.3269,-0.513627,0.0171967,0.00556779,-0.788923,0.0593527,0.0164767,29.3715,0.53997,0.0151039,0.00764575,-0.788938,0.0593527,0.0242535,28.3266,0.539612,-1.57383,-0.00266366,-0.00304891,0.0593527,0.000367769,29.3718,-0.513249,-1.57383,-0.0042381,-0.00304721,0.0593527,
0.6666,1.44241e-06,28.2137,0.00848928,4.67731e-05,5.25771e-05,1.10019e-05,0.24652,1.44241e-06,28.2137,0.00848928,4.67731e-05,5.25771e-05,1.10019e-05,0.24652,1.44241e-06,28.2137,0.00848928,4.67731e-05,5.25771e-05,1.10019e-05,0.24652,1.44241e-06,28.2137,0.00848928,4.67731e-05,5.25771e-05,1.10019e-05,0.24652,1.44241e-06,28.2137,0.00848928,4.67731e-05,5.25771e-05,1.10019e-05,0.24652,-0.72955,28.1961,0.01541,0.00666779,0.0144982,-2.35187,0.0593527,0.754182,28.1915,0.0109442,0.0065769,0.0144087,-2.35187,0.0593527,0.00815182,27.6714,-0.513625,0.0157466,0.0069915,-0.788936,0.0593527,0.0164703,28.7161,0.539968,0.0159579,0.00678155,-0.788935,0.0593527,0.0242424,27.6712,0.539615,-1.57384,-0.00251974,-0.00304159,0.0593527,0.00038036,28.7164,-0.513246,-1.57383,-0.00252798,-0.00304179,0.0593527,
0.6767,4.19064e-06,27.5483,0.00848871,2.43828e-05,8.4165e-06,-1.20302e-05,0.24652,4.19064e-06,27.5483,0.00848871,2.43828e-05,8.4165e-06,-1.20302e-05,0.24652,4.19064e-06,27.5483,0.00848871,2.43828e-05,8.4165e-06,-1.20302e-05,0.24652,4.19064e-06,27.5483,0.00848871,2.43828e-05,8.4165e-06,-1.20302e-05,0.24652,4.19064e-06,27.5483,0.00848871,2.43828e-05,8.4165e-06,-1.20302e-05,0.24652,-0.729549,27.5306,0.0154109,0.00618928,0.0140263,-2.35188,0.0593527,0.754184,27.5261,0.0109387,0.0068865,0.0147151,-2.35187,0.0593527,0.00814312,27.006,-0.513629,0.0147257,0.00801214,-0.788942,0.0593527,0.0164618,28.0507,0.53997,0.0172468,0.00550871,-0.788928,0.0593527,0.0242503,27.0058,0.539618,-1.57383,-0.00347679,-0.00304242,0.0593527,0.000373892,28.0509,-0.513241,-1.57384,-0.00158704,-0.00304532,0.0593527,
0.6868,2.10737e-06,26.8729,0.00848906,-4.35003e-06,-1.08971e-05,-2.19369e-05,0.24652,2.10737e-06,26.8729,0.00848906,-4.35003e-06,-1.08971e-05,-2.19369e-05,0.24652,2.10737e-06,26.8729,0.00848906,-4.35003e-06,-1.08971e-05,-2.19369e-05,0.24652,2.10737e-06,26.8729,0.00848906,-4.35003e-06,-1.08971e-05,-2.19369e-05,0.24652,2.10737e-06,26.8729,0.00848906,-4.35003e-06,-1.08971e-05,-2.19369e-05,0.24652,-0.72955,26.8552,0.0154088,0.00461688,0.0124686,-2.3519,0.0593527,0.754182,26.8506,0.0109436,0.00486268,0.0127111,-2.35189,0.0593527,0.0081513,26.3306,-0.51363,0.0160741,0.00668966,-0.78893,0.0593527,0.0164672,27.3753,0.539972,0.0165057,0.00626101,-0.788928,0.0593527,0.0242616,26.3303,0.539616,-1.57383,-0.00370131,-0.00304959,0.0593527,0.00036107,27.3755,-0.513244,-1.57383,-0.00319899,-0.00305114,0.0593527,
0.6969,-8.30986e-07,26.1874,0.0084898,1.617e-05,3.18842e-05,-2.6737e-08,0.24652,-8.30986e-07,26.1874,0.0084898,1.617e-05,3.18842e-05,-2.6737e-08,0.24652,-8.30986e-07,26.1874,0.0084898,1.617e-05,3.18842e-05,-2.6737e-08,0.24652,-8.30986e-07,26.1874,0.0084898,1.617e-05,3.18842e-05,-2.6737e-08,0.24652,-8.30986e-07,26.1874,0.0084898,1.617e-05,3.18842e-05,-2.6737e-08,0.24652,-0.729552,26.1698,0.0154076,0.00497214,0.0128181,-2.35189,0.0593527,0.754179,26.1652,0.0109493,0.00438497,0.0122386,-2.3519,0.0593527,0.00816091,25.6451,-0.513627,0.0172208,0.00554539,-0.788923,0.0593527,0.0164764,26.6898,0.53997,0.0151495,0.00760198,-0.788938,0.0593527,0.0242546,25.6449,0.539612,-1.57383,-0.00275225,-0.00304949,0.0593527,0.000366577,26.6901,-0.513249,-1.57382,-0.00427367,-0.00304799,0.0593527,
0.707,9.33423e-07,25.492,0.00848942,4.53154e-05,5.3918e-05,1.1315e-05,0.24652,9.33423e-07,25.492,0.00848942,4.53154e-05,5.3918e-05,1.1315e-05,0.24652,9.33423e-07,25.492,0.00848942,4.53154e-05,5.3918e-05,1.1315e-05,0.24652,9.33423e-07,25.492,0.00848942,4.53154e-05,5.3918e-05,1.1315e-05,0.24652,9.33423e-07,25.492,0.00848942,4.53154e-05,5.3918e-05,1.1315e-05,0.24652,-0.729551,25.4743,0.0154098,0.0065664,0.0143976,-2.35187,0.0593527,0.754181,25.4698,0.010945,0.00635118,0.0141853,-2.35188,0.0593527,0.00815356,24.9497,-0.513625,0.0159864,0.00675443,-0.788934,0.0593527,0.0164717,25.9944,0.539968,0.0157713,0.00696792,-0.788936,0.0593527,0.0242429,24.9494,0.539614,-1.57383,-0.00244561,-0.00304229,0.0593527,0.000379592,25.9946,-0.513246,-1.57383,-0.00277175,-0.00304202,0.0593527,
0.7171,4.12086e-06,24.7865,0.00848871,2.65527e-05,1.26795e-05,-9.43276e-06,0.24652,4.12086e-06,24.7865,0.00848871,2.65527e-05,1.26795e-05,-9.43276e-06,0.24652,4.12086e-06,24.7865,0.00848871,2.65527e-05,1.26795e-05,-9.43276e-06,0.24652,4.12086e-06,24.7865,0.00848871,2.65527e-05,1.26795e-05,-9.43276e-06,0.24652,4.12086e-06,24.7865,0.00848871,2.65527e-05,1.26795e-05,-9.43276e-06,0.24652,-0.729549,24.7689,0.015411,0.00633601,0.0141715,-2.35188,0.0593527,0.754184,24.7643,0.0109389,0.00699142,0.0148189,-2.35187,0.0593527,0.0081433,24.2442,-0.513628,0.0147247,0.00801169,-0.788943,0.0593527,0.0164621,25.2889,0.539969,0.0171844,0.00556927,-0.788928,0.0593527,0.0242491,24.244,0.539618,-1.57383,-0.00338022,-0.00304182,0.0593527,0.000375008,25.2892,-0.513241,-1.57384,-0.00157336,-0.00304464,0.0593527,
0.7272,2.52658e-06,24.0711,0.008489,-3.23341e-06,-1.22548e-05,-2.21225e-05,0.24652,2.52658e-06,24.0711,0.008489,-3.23341e-06,-1.22548e-05,-2.21225e-05,0.24652,2.52658e-06,24.0711,0.008489,-3.23341e-06,-1.22548e-05,-2.21225e-05,0.24652,2.52658e-06,24.0711,0.008489,-3.23341e-06,-1.22548e-05,-2.21225e-05,0.24652,2.52658e-06,24.0711,0.008489,-3.23341e-06,-1.22548e-05,-2.21225e-05,0.24652,-0.729549,24.0534,0.0154089,0.00472988,0.0125807,-2.35189,0.0593527,0.754182,24.0488,0.0109427,0.00509587,0.0129419,-2.35189,0.0593527,0.00814971,23.5288,-0.51363,0.0158347,0.0069262,-0.788931,0.0593527,0.016466,24.5734,0.539972,0.0166873,0.00607958,-0.788928,0.0593527,0.0242612,23.5285,0.539617,-1.57383,-0.00376795,-0.0030489,0.0593527,0.000361892,24.5737,-0.513244,-1.57383,-0.00295569,-0.00305079,0.0593527,
0.7373,-6.38468e-07,23.3456,0.00848971,1.37485e-05,2.72094e-05,-2.58495e-06,0.24652,-6.38468e-07,23.3456,0.00848971,1.37485e-05,2.72094e-05,-2.58495e-06,0.24652,-6.38468e-07,23.3456,0.00848971,1.37485e-05,2.72094e-05,-2.58495e-06,0.24652,-6.38468e-07,23.3456,0.00848971,1.37485e-05,2.72094e-05,-2.58495e-06,0.24652,-6.38468e-07,23.3456,0.00848971,1.37485e-05,2.72094e-05,-2.58495e-06,0.24652,-0.729551,23.3279,0.0154076,0.00483438,0.0126819,-2.35189,0.0593527,0.754179,23.3234,0.010949,0.00430096,0.0121554,-2.3519,0.0593527,0.00816044,22.8033,-0.513627,0.0171992,0.00556824,-0.788923,0.0593527,0.0164759,23.848,0.53997,0.0152281,0.00752529,-0.788937,0.0593527,0.0242557,22.803,0.539613,-1.57383,-0.00285591,-0.00304996,0.0593527,0.000365404,23.8482,-0.513249,-1.57382,-0.00426576,-0.00304872,0.0593527,
0.7474,4.54355e-07,22.6101,0.00848954,4.434e-05,5.5099e-05,1.13747e-05,0.24652,4.54355e-07,22.6101,0.00848954,4.434e-05,5.5099e-05,1.13747e-05,0.24652,4.54355e-07,22.6101,0.00848954,4.434e-05,5.5099e-05,1.13747e-05,0.24652,4.54355e-07,22.6101,0.00848954,4.434e-05,5.5099e-05,1.13747e-05,0.24652,4.54355e-07,22.6101,0.00848954,4.434e-05,5.5099e-05,1.13747e-05,0.24652,-0.729551,22.5924,0.0154095,0.00644288,0.0142751,-2.35188,0.0593527,0.754181,22.5879,0.0109459,0.00611223,0.0139488,-2.35188,0.0593527,0.00815523,22.0678,-0.513625,0.0162228,0.00652088,-0.788932,0.0593527,0.016473,23.1125,0.539968,0.0155965,0.0071427,-0.788937,0.0593527,0.0242435,22.0676,0.539613,-1.57383,-0.00238743,-0.00304308,0.0593527,0.000378789,23.1127,-0.513247,-1.57383,-0.00301247,-0.00304236,0.0593527,
0.7575,3.96333e-06,21.8646,0.00848872,2.92306e-05,1.77418e-05,-6.90783e-06,0.24652,3.96333e-06,21.8646,0.00848872,2.92306e-05,1.77418e-05,-6.90783e-06,0.24652,3.96333e-06,21.8646,0.00848872,2.92306e-05,1.77418e-05,-6.90783e-06,0.24652,3.96333e-06,21.8646,0.00848872,2.92306e-05,1.77418e-05,-6.90783e-06,0.24652,3.96333e-06,21.8646,0.00848872,2.92306e-05,1.77418e-05,-6.90783e-06,0.24652,-0.729549,21.847,0.015411,0.00646354,0.0142976,-2.35188,0.0593527,0.754184,21.8424,0.0109393,0.00705433,0.0148812,-2.35187,0.0593527,0.00814379,21.3223,-0.513628,0.0147688,0.00796647,-0.788942,0.0593527,0.0164626,22.367,0.539969,0.0170898,0.00566182,-0.788929,0.0593527,0.0242479,21.3221,0.539618,-1.57384,-0.00326998,-0.00304135,0.0593527,0.000376121,22.3673,-0.513242,-1.57384,-0.00160273,-0.00304401,0.0593527,
0.7676,2.91899e-06,21.1091,0.00848895,-2.20736e-06,-1.30893e-05,-2.20433e-05,0.24652,2.91899e-06,21.1091,0.00848895,-2.20736e-06,-1.30893e-05,-2.20433e-05,0.24652,2.91899e-06,21.1091,0.00848895,-2.20736e-06,-1.30893e-05,-2.20433e-05,0.24652,2.91899e-06,21.1091,0.00848895,-2.20736e-06,-1.30893e-05,-2.20433e-05,0.24652,2.91899e-06,21.1091,0.00848895,-2.20736e-06,-1.30893e-05,-2.20433e-05,0.24652,-0.729549,21.0915,0.0154091,0.00486324,0.0127128,-2.35189,0.0593527,0.754183,21.0869,0.0109418,0.00533837,0.013182,-2.35189,0.0593527,0.00814821,20.5668,-0.51363,0.0156031,0.00715496,-0.788933,0.0593527,0.0164648,21.6115,0.539972,0.0168541,0.00591264,-0.788927,0.0593527,0.0242606,20.5666,0.539617,-1.57383,-0.00381721,-0.00304815,0.0593527,0.000362807,21.6118,-0.513243,-1.57383,-0.00271929,-0.00305033,0.0593527,
0.7777,-3.73933e-07,20.3436,0.00848962,1.08351e-05,2.18205e-05,-5.08838e-06,0.24652,-3.73933e-07,20.3436,0.00848962,1.08351e-05,2.18205e-05,-5.08838e-06,0.24652,-3.73933e-07,20.3436,0.00848962,1.08351e-05,2.18205e-05,-5.08838e-06,0.24652,-3.73933e-07,20.3436,0.00848962,1.08351e-05,2.18205e-05,-5.08838e-06,0.24652,-3.73933e-07,20.3436,0.00848962,1.08351e-05,2.18205e-05,-5.08838e-06,0.24652,-0.729551,20.326,0.0154077,0.00471756,0.0125665,-2.35189,0.0593527,0.754179,20.3214,0.0109487,0.00425961,0.0121143,-2.3519,0.0593527,0.00815968,19.8013,-0.513628,0.0171333,0.00563498,-0.788923,0.0593527,0.0164751,20.846,0.539971,0.0153377,0.0074178,-0.788936,0.0593527,0.0242569,19.8011,0.539613,-1.57383,-0.0029717,-0.00305028,0.0593527,0.000364258,20.8463,-0.513248,-1.57382,-0.00421561,-0.00304938,0.0593527,
0.7878,2.39354e-08,19.5681,0.00848965,4.31392e-05,5.54701e-05,1.11512e-05,0.24652,2.39354e-08,19.5681,0.00848965,4.31392e-05,5.54701e-05,1.11512e-05,0.24652,2.39354e-08,19.5681,0.00848965,4.31392e-05,5.54701e-05,1.11512e-05,0.24652,2.39354e-08,19.5681,0.00848965,4.31392e-05,5.54701e-05,1.11512e-05,0.24652,2.39354e-08,19.5681,0.00848965,4.31392e-05,5.54701e-05,1.11512e-05,0.24652,-0.729551,19.5505,0.0154093,0.00630089,0.0141343,-2.35188,0.0593527,0.75418,19.5459,0.0109466,0.005868,0.0137071,-2.35188,0.0593527,0.00815676,19.0258,-0.513625,0.0164474,0.00629925,-0.78893,0.0593527,0.0164742,20.0705,0.539968,0.0154392,0.00730021,-0.788938,0.0593527,0.0242442,19.0256,0.539613,-1.57383,-0.00234794,-0.00304393,0.0593527,0.000377834,20.0708,-0.513248,-1.57383,-0.00324252,-0.00304281,0.0593527,
0.7979,3.72036e-06,18.7826,0.00848876,3.22934e-05,2.3351e-05,-4.43357e-06,0.24652,3.72036e-06,18.7826,0.00848876,3.22934e-05,2.3351e-05,-4.43357e-06,0.24652,3.72036e-06,18.7826,0.00848876,3.22934e-05,2.3351e-05,-4.43357e-06,0.24652,3.72036e-06,18.7826,0.00848876,3.22934e-05,2.3351e-05,-4.43357e-06,0.24652,3.72036e-06,18.7826,0.00848876,3.22934e-05,2.3351e-05,-4.43357e-06,0.24652,-0.729549,18.7649,0.015411,0.0065687,0.0144016,-2.35187,0.0593527,0.754184,18.7604,0.0109399,0.00707434,0.0149011,-2.35187,0.0593527,0.00814457,18.2403,-0.513628,0.014856,0.00787865,-0.788942,0.0593527,0.0164634,19.285,0.539969,0.0169658,0.00578368,-0.78893,0.0593527,0.0242467,18.2401,0.539617,-1.57384,-0.00314923,-0.00304103,0.0593527,0.000377186,19.2852,-0.513242,-1.57384,-0.00167316,-0.00304346,0.0593527,
0.808,3.27491e-06,17.9871,0.0084889,-7.31662e-07,-1.29124e-05,-2.16629e-05,0.24652,3.27491e-06,17.9871,0.0084889,-7.31662e-07,-1.29124e-05,-2.16629e-05,0.24652,3.27491e-06,17.9871,0.0084889,-7.31662e-07,-1.29124e-05,-2.16629e-05,0.24652,3.27491e-06,17.9871,0.0084889,-7.31662e-07,-1.29124e-05,-2.16629e-05,0.24652,3.27491e-06,17.9871,0.0084889,-7.31662e-07,-1.29124e-05,-2.16629e-05,0.24652,-0.729549,17.9694,0.0154093,0.00501306,0.0128613,-2.35189,0.0593527,0.754183,17.9649,0.010941,0.00558224,0.0134234,-2.35188,0.0593527,0.00814686,17.4448,-0.51363,0.0153873,0.00736779,-0.788935,0.0593527,0.0164638,18.4895,0.539972,0.0170007,0.00576568,-0.788927,0.0593527,0.0242598,17.4446,0.539618,-1.57383,-0.00384664,-0.00304734,0.0593527,0.000363894,18.4897,-0.513242,-1.57383,-0.00249722,-0.00304978,0.0593527,
0.8181,-4.88791e-08,17.1816,0.00848952,7.69981e-06,1.60947e-05,-7.53163e-06,0.24652,-4.88791e-08,17.1816,0.00848952,7.69981e-06,1.60947e-05,-7.53163e-06,0.24652,-4.88791e-08,17.1816,0.00848952,7.69981e-06,1.60947e-05,-7.53163e-06,0.24652,-4.88791e-08,17.1816,0.00848952,7.69981e-06,1.60947e-05,-7.53163e-06,0.24652,-4.88791e-08,17.1816,0.00848952,7.69981e-06,1.60947e-05,-7.53163e-06,0.24652,-0.729551,17.1639,0.0154078,0.00462435,0.0124744,-2.3519,0.0593527,0.754179,17.1593,0.0109481,0.00426089,0.0121154,-2.3519,0.0593527,0.00815868,16.6393,-0.513628,0.0170259,0.0057427,-0.788924,0.0593527,0.0164741,17.6839,0.539971,0.0154749,0.00728267,-0.788935,0.0593527,0.0242581,16.639,0.539613,-1.57383,-0.00309626,-0.00305047,0.0593527,0.000363215,17.6842,-0.513248,-1.57382,-0.00412593,-0.00304994,0.0593527,
0.8282,-3.41222e-07,16.366,0.00848974,4.13472e-05,5.4711e-05,1.06098e-05,0.24652,-3.41222e-07,16.366,0.00848974,4.13472e-05,5.4711e-05,1.06098e-05,0.24652,-3.41222e-07,16.366,0.00848974,4.13472e-05,5.4711e-05,1.06098e-05,0.24652,-3.41222e-07,16.366,0.00848974,4.13472e-05,5.4711e-05,1.06098e-05,0.24652,-3.41222e-07,16.366,0.00848974,4.13472e-05,5.4711e-05,1.06098e-05,0.24652,-0.729551,16.3484,0.0154091,0.00614443,0.0139792,-2.35188,0.0593527,0.75418,16.3438,0.0109473,0.00562633,0.0134679,-2.35189,0.0593527,0.0081581,15.8237,-0.513625,0.0166523,0.00609735,-0.788929,0.0593527,0.0164753,16.8684,0.539968,0.0153048,0.00743523,-0.788939,0.0593527,0.0242452,15.8235,0.539612,-1.57383,-0.00232925,-0.00304479,0.0593527,0.00037668,16.8687,-0.513248,-1.57383,-0.00345475,-0.00304336,0.0593527,
0.8383,3.39793e-06,15.5405,0.00848882,3.54006e-05,2.90743e-05,-2.03661e-06,0.24652,3.39793e-06,15.5405,0.00848882,3.54006e-05,2.90743e-05,-2.03661e-06,0.24652,3.39793e-06,15.5405,0.00848882,3.54006e-05,2.90743e-05,-2.03661e-06,0.24652,3.39793e-06,15.5405,0.00848882,3.54006e-05,2.90743e-05,-2.03661e-06,0.24652,3.39793e-06,15.5405,0.00848882,3.54006e-05,2.90743e-05,-2.03661e-06,0.24652,-0.729549,15.5228,0.015411,0.00664931,0.0144813,-2.35187,0.0593527,0.754183,15.5183,0.0109405,0.00705228,0.0148793,-2.35187,0.0593527,0.00814562,14.9982,-0.513627,0.0149827,0.00775186,-0.788941,0.0593527,0.0164644,16.0429,0.539969,0.0168162,0.00593117,-0.78893,0.0593527,0.0242455,14.9979,0.539617,-1.57384,-0.00302155,-0.00304088,0.0593527,0.000378123,16.0431,-0.513243,-1.57384,-0.00178125,-0.00304299,0.0593527,
0.8484,3.58434e-06,14.7049,0.00848885,1.3968e-06,-1.15598e-05,-2.09544e-05,0.24652,3.58434e-06,14.7049,0.00848885,1.3968e-06,-1.15598e-05,-2.09544e-05,0.24652,3.58434e-06,14.7049,0.00848885,1.3968e-06,-1.15598e-05,-2.09544e-05,0.24652,3.58434e-06,14.7049,0.00848885,1.3968e-06,-1.15598e-05,-2.09544e-05,0.24652,3.58434e-06,14.7049,0.00848885,1.3968e-06,-1.15598e-05,-2.09544e-05,0.24652,-0.729549,14.6873,0.0154094,0.00517525,0.013022,-2.35189,0.0593527,0.754183,14.6827,0.0109404,0.00581985,0.0136587,-2.35188,0.0593527,0.00814568,14.1626,-0.51363,0.0151948,0.00755721,-0.788937,0.0593527,0.0164629,15.2073,0.539971,0.017122,0.00564362,-0.788926,0.0593527,0.0242587,14.1624,0.539618,-1.57383,-0.00385441,-0.00304651,0.0593527,0.000365161,15.2076,-0.513242,-1.57383,-0.00229628,-0.00304916,0.0593527,
0.8585,3.24378e-07,13.8594,0.00848943,4.6969e-06,1.04695e-05,-9.87216e-06,0.24652,3.24378e-07,13.8594,0.00848943,4.6969e-06,1.04695e-05,-9.87216e-06,0.24652,3.24378e-07,13.8594,0.00848943,4.6969e-06,1.04695e-05,-9.87216e-06,0.24652,3.24378e-07,13.8594,0.00848943,4.6969e-06,1.04695e-05,-9.87216e-06,0.24652,3.24378e-07,13.8594,0.00848943,4.6969e-06,1.04695e-05,-9.87216e-06,0.24652,-0.729551,13.8417,0.0154078,0.00455657,0.0124075,-2.3519,0.0593527,0.75418,13.8371,0.0109475,0.00430324,0.0121572,-2.3519,0.0593527,0.00815746,13.3171,-0.513629,0.0168814,0.0058871,-0.788924,0.0593527,0.016473,14.3618,0.539971,0.0156356,0.00712405,-0.788934,0.0593527,0.0242591,13.3168,0.539614,-1.57383,-0.0032259,-0.00305051,0.0593527,0.000362356,14.362,-0.513247,-1.57382,-0.0040007,-0.0030504,0.0593527,
0.8686,-6.27555e-07,13.0038,0.0084898,3.88962e-05,5.27881e-05,9.73429e-06,0.24652,-6.27555e-07,13.0038,0.0084898,3.88962e-05,5.27881e-05,9.73429e-06,0.24652,-6.27555e-07,13.0038,0.0084898,3.88962e-05,5.27881e-05,9.73429e-06,0.24652,-6.27555e-07,13.0038,0.0084898,3.88962e-05,5.27881e-05,9.73429e-06,0.24652,-6.27555e-07,13.0038,0.0084898,3.88962e-05,5.27881e-05,9.73429e-06,0.24652,-0.729552,12.9861,0.0154089,0.0059776,0.0138139,-2.35188,0.0593527,0.754179,12.9816,0.0109478,0.00539454,0.0132385,-2.35189,0.0593527,0.0081592,12.4615,-0.513625,0.0168304,0.00592222,-0.788927,0.0593527,0.0164761,13.5062,0.539968,0.0151977,0.00754323,-0.788939,0.0593527,0.0242463,12.4613,0.539612,-1.57383,-0.00233287,-0.00304565,0.0593527,0.000375341,13.5064,-0.513249,-1.57383,-0.00364279,-0.00304399,0.0593527,
